title:Aya نعم, start timestamp:1702803099.804557, stop timestamp:1702803111.079423, headset type:EPOCX, headset serial:E50206EF, headset firmware:720, channels:67, sampling rate:eeg_128;mot_32, samples:1445      , version:2.2, 
0.000000,0.712440,0.165833,-0.660767,0.168274,0.990355,0.008790,0.078623,-5.517295,14.954994,97.615410
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712440,0.165833,-0.660767,0.168274,0.999634,0.021975,0.074228,-5.598899,14.976162,97.687202
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712370,0.165955,-0.660828,0.168213,0.979123,0.020022,0.074716,-5.622343,15.045212,97.751816
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712341,0.166077,-0.660828,0.168213,0.993285,0.011720,0.083018,-5.693442,14.974024,97.893303
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712326,0.166199,-0.660767,0.168396,1.000610,0.023929,0.072274,-5.690764,14.976622,97.870636
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712454,0.166260,-0.660645,0.168274,0.986937,0.012209,0.078623,-5.755021,14.995626,97.866905
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712511,0.166077,-0.660645,0.168213,1.003541,0.020999,0.082530,-5.812852,15.012731,98.063553
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712483,0.166199,-0.660706,0.167969,0.984495,0.014650,0.079600,-6.031567,15.161457,98.173866
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712427,0.166260,-0.660767,0.167908,0.990844,0.013185,0.078135,-5.961744,15.161979,98.273140
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712554,0.166321,-0.660583,0.168030,0.984984,0.017092,0.074716,-6.148903,15.112447,98.295830
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712425,0.166382,-0.660645,0.168274,0.983518,0.013185,0.071298,-6.034012,15.117869,98.216248
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712411,0.166504,-0.660645,0.168213,0.995239,0.011720,0.080576,-6.013945,15.039415,98.177956
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.000000,0.712312,0.166504,-0.660767,0.168152,0.995239,0.002930,0.076181,-5.929217,15.118807,98.210159
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
